Organism Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Escherichia fergusonii  	strain: ATCC 35470	564	ASM806491v1	GCF_008064915.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4524922	4524922	2019-08-22	4370	PRJNA218110	SAMN03734431
Escherichia fergusonii  	strain: HNCF11W	564	ASM1317132v1	GCF_013171325.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4584794	4772542	2020-05-26	4645	PRJNA625637	SAMN14604091
Escherichia fergusonii  	strain: RHB41-C23	564	ASM1359145v1	GCF_013591455.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4565833	4888243	2020-07-24	4780	PRJNA605147	SAMN15148431
Escherichia fergusonii  	strain: RHB28-C13	564	ASM1359683v1	GCF_013596835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4718083	5152230	2020-07-24	5052	PRJNA605147	SAMN15148269
Escherichia fergusonii  	strain: RHB42-C24	564	ASM1379878v1	GCF_013798785.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4600545	4719140	2020-07-28	4542	PRJNA605147	SAMN15148442
Escherichia fergusonii  	strain: RHB42-C13	564	ASM1379982v1	GCF_013799825.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4542590	4661185	2020-07-28	4484	PRJNA605147	SAMN15148437
Escherichia fergusonii  	strain: RHB42-C01	564	ASM1380098v1	GCF_013800985.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4600543	4719138	2020-07-28	4543	PRJNA605147	SAMN15148432
Escherichia fergusonii  	strain: RHB41-C20	564	ASM1380142v1	GCF_013801425.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4690654	4909259	2020-07-28	4810	PRJNA605147	SAMN15148429
Escherichia fergusonii  	strain: RHB41-C15	564	ASM1380184v1	GCF_013801845.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4690654	4909259	2020-07-28	4807	PRJNA605147	SAMN15148427
Escherichia fergusonii  	strain: RHB38-C01	564	ASM1381287v1	GCF_013812875.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4737856	4849536	2020-07-28	4720	PRJNA605147	SAMN15148383
Escherichia fergusonii  	strain: RHB38-C07	564	ASM1381320v1	GCF_013813205.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4730551	4856194	2020-07-28	4751	PRJNA605147	SAMN15148386
Escherichia fergusonii  	strain: RHB38-C04	564	ASM1381342v1	GCF_013813425.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4612513	4622715	2020-07-28	4448	PRJNA605147	SAMN15148384
Escherichia fergusonii  	strain: RHB33-C07	564	ASM1381908v1	GCF_013819085.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4729644	5004548	2020-07-28	4898	PRJNA605147	SAMN15148326
Escherichia fergusonii  	strain: RHB33-C04	564	ASM1381932v1	GCF_013819325.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4729689	5004593	2020-07-28	4894	PRJNA605147	SAMN15148325
Escherichia fergusonii  	strain: RHB32-C22	564	ASM1381956v1	GCF_013819565.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4583330	4732121	2020-07-28	4596	PRJNA605147	SAMN15148324
Escherichia fergusonii  	strain: RHB32-C16	564	ASM1382022v1	GCF_013820225.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4619411	4802523	2020-07-28	4678	PRJNA605147	SAMN15148320
Escherichia fergusonii  	strain: RHB32-C09	564	ASM1382046v1	GCF_013820465.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4619408	4802520	2020-07-28	4678	PRJNA605147	SAMN15148317
Escherichia fergusonii  	strain: RHB32-C05	564	ASM1382084v1	GCF_013820845.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4697820	5053207	2020-07-28	4978	PRJNA605147	SAMN15148313
Escherichia fergusonii  	strain: RHB31-C17	564	ASM1382153v1	GCF_013821535.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4476960	4573194	2020-07-28	4398	PRJNA605147	SAMN15148308
Escherichia fergusonii  	strain: RHB31-C13	564	ASM1382210v1	GCF_013822105.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4582934	4582934	2020-07-28	4435	PRJNA605147	SAMN15148304
Escherichia fergusonii  	strain: RHB30-C07	564	ASM1382572v1	GCF_013825725.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4598742	4876117	2020-07-28	4709	PRJNA605147	SAMN15148292
Escherichia fergusonii  	strain: RHB28-C21	564	ASM1382926v1	GCF_013829265.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4655461	5058232	2020-07-28	4929	PRJNA605147	SAMN15148274
Escherichia fergusonii  	strain: RHB26-C09	564	ASM1383416v1	GCF_013834165.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4549178	4549178	2020-07-28	4402	PRJNA605147	SAMN15148247
Escherichia fergusonii  	strain: RHB26-C03	564	ASM1383452v1	GCF_013834525.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4622703	4730448	2020-07-28	4636	PRJNA605147	SAMN15148244
Escherichia fergusonii  	strain: RHB25-C10	564	ASM1383632v1	GCF_013836325.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4572288	4573840	2020-07-28	4379	PRJNA605147	SAMN15148237
Escherichia fergusonii  	strain: RHB24-C08	564	ASM1383826v1	GCF_013838265.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4457616	4457616	2020-07-28	4263	PRJNA605147	SAMN15148225
Escherichia fergusonii  	strain: RHB24-C06	564	ASM1383846v1	GCF_013838465.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4457616	4457616	2020-07-28	4264	PRJNA605147	SAMN15148224
Escherichia fergusonii  	strain: RHB23-C02	564	ASM1388619v1	GCF_013886195.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4545164	4814303	2020-07-29	4675	PRJNA605147	SAMN15148209
Escherichia fergusonii  	strain: RHB23-C01	564	ASM1388633v1	GCF_013886335.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4545163	4855788	2020-07-29	4724	PRJNA605147	SAMN15148208
Escherichia fergusonii  	strain: RHB19-C05	564	ASM1389243v1	GCF_013892435.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4584354	4784444	2020-07-29	4664	PRJNA605147	SAMN15148162
Escherichia fergusonii  	strain: RHB18-C04	564	ASM1389383v1	GCF_013893835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4571983	4690913	2020-07-29	4569	PRJNA605147	SAMN15148152
Escherichia fergusonii  	strain: RHB17-C11	564	ASM1389459v1	GCF_013894595.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4549644	4549644	2020-07-29	4371	PRJNA605147	SAMN15148146
Escherichia fergusonii  	strain: RHB10-C23	564	ASM1389968v1	GCF_013899685.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4599406	4718001	2020-07-29	4539	PRJNA605147	SAMN15148066
Escherichia fergusonii  	strain: RHB10-C04	564	ASM1389984v1	GCF_013899845.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4599592	4718187	2020-07-29	4540	PRJNA605147	SAMN15148055
Escherichia fergusonii  	strain: RHB02-C22	564	ASM1392318v1	GCF_013923185.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4727820	4950899	2020-07-30	4796	PRJNA605147	SAMN15147971
Escherichia fergusonii  	strain: FDAARGOS_1032	564	ASM1612823v1	GCF_016128235.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4590101	4647315	2020-12-20	4459	PRJNA231221	SAMN16357201
Escherichia fergusonii  	strain: FDAARGOS 1438	564	ASM1904754v1	GCF_019047545.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4543156	4543156	2021-06-28	4370	PRJNA231221	SAMN16357580
Escherichia fergusonii  	strain: 6S41-1	564	ASM2000228v1	GCF_020002285.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4724978	4977581	2021-09-15	4905	PRJNA746760	SAMN20239770
Escherichia fergusonii  	strain: 5zf15-2-1	564	ASM2000230v1	GCF_020002305.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4934492	5143724	2021-09-15	5103	PRJNA746781	SAMN20243900
Escherichia fergusonii  	strain: EF91	564	ASM2002342v1	GCF_020023425.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4408369	4792961	2021-09-17	4659	PRJNA702877	SAMN17981345
Escherichia fergusonii  	strain: FDAARGOS_1499	564	ASM2009747v1	GCF_020097475.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4588714	4645928	2021-09-23	4456	PRJNA231221	SAMN21218855
Escherichia fergusonii  	strain: EF31	564	ASM2010577v1	GCF_020105775.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4479464	4788203	2021-09-23	4618	PRJNA702875	SAMN17981338
Escherichia fergusonii  	strain: EF20JDJ4045	564	ASM2088341v1	GCF_020883415.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4559849	5125452	2021-11-18	5038	PRJNA778656	SAMN22978650
Escherichia fergusonii  	strain: EF44	564	ASM2173032v1	GCF_021730325.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4457596	4804651	2021-10-28	4651	PRJNA702875	SAMN18034686
Escherichia fergusonii  	strain: EF21JD053	564	ASM2309405v1	GCF_023094055.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4451065	5228048	2022-04-24	5102	PRJNA778656	SAMN27582503
Escherichia fergusonii  	strain: EF21QZZ116	564	ASM2352354v1	GCF_023523545.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4713494	4903885	2022-05-23	4774	PRJNA778656	SAMN27594538
Escherichia marmotae  	strain: HT073016	1499973	ASM290036v1	GCF_002900365.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4671322	4896291	2018-01-26	4777	PRJNA429855	SAMN08361671
Escherichia marmotae  	strain: RHB42-C09	1499973	ASM1363604v1	GCF_013636045.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4594602	4637518	2020-07-24	4441	PRJNA605147	SAMN15148435
Escherichia marmotae  	strain: RHB24-C12	1499973	ASM1363623v1	GCF_013636235.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4766686	4981845	2020-07-24	4838	PRJNA605147	SAMN15148229
Escherichia marmotae  	strain: RHBSTW-00814	1499973	ASM1373289v1	GCF_013732895.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4946508	5083937	2020-07-27	5002	PRJNA605147	SAMN15148701
Escherichia marmotae  	strain: RHBSTW-00777	1499973	ASM1374551v1	GCF_013745515.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4754030	4887958	2020-07-27	4798	PRJNA605147	SAMN15148693
Escherichia marmotae  	strain: RHBSTW-00605	1499973	ASM1374665v1	GCF_013746655.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4866904	5094503	2020-07-27	4972	PRJNA605147	SAMN15148663
Escherichia marmotae  	strain: W49-2	1499973	ASM2259215v1	GCF_022592155.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5026962	5200167	2022-03-16	5102	PRJNA814053	SAMN26537327
Escherichia marmotae  	strain: NCTC8196	1499973	41767_E01	GCF_900636405.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4857140	4857140	2018-12-20	4664	PRJEB6403	SAMEA3446347
Escherichia marmotae  	strain: NCTC11133	1499973	46514_C01	GCF_900637015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4450344	4450344	2018-12-20	4255	PRJEB6403	SAMEA4557829
Escherichia marmotae  	strain: H1-003-0086-C-F	1499973	H1-003-0086-C-F.v2	GCF_902709585.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	198771	4584809	2020-07-20	4425	PRJEB35745	SAMEA6378177
Escherichia ruysiae  	strain: C61-1	2608867	ASM2473334v1	GCF_024733345.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	230594	4893780	2022-08-22	5095	PRJNA799126	SAMN28980498
Escherichia whittamii  	strain: C2-3	2762229	ASM2028370v1	GCF_020283705.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	361191	4563680	2021-10-05	4359	PRJNA757375	SAMN20959621
Klebsiella aerogenes  	strain: KCTC 2190	1028307	ASM21574v1	GCF_000215745.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5280350	5280350	2011-06-03	5016	PRJNA66537	SAMN02603581
Klebsiella aerogenes  	strain: EA1509E	935296	ASM33451v1	GCF_000334515.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5419609	5591105	2013-01-25	5420	PRJNA61107	SAMEA3138432
Klebsiella aerogenes  	strain: CAV1320	548	ASM102199v1	GCF_001021995.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5124987	5138968	2015-06-09	4876	PRJNA246471	SAMN03733745
Klebsiella aerogenes  	strain: FDAARGOS_152	548	ASM155921v2	GCF_001559215.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5317141	5317141	2018-02-05	5067	PRJNA231221	SAMN03996296
Klebsiella aerogenes  	strain: G7	548	ASM157154v2	GCF_001571545.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5452368	5626434	2016-03-11	5483	PRJNA279469	SAMN03448049
Klebsiella aerogenes  	strain: FDAARGOS_139	548	ASM159358v2	GCF_001593585.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5215793	5297800	2018-02-05	5010	PRJNA231221	SAMN03996283
Klebsiella aerogenes  	strain: FDAARGOS_363	548	ASM259111v1	GCF_002591115.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5245455	5245455	2017-10-18	4972	PRJNA231221	SAMN07312407
Klebsiella aerogenes  	strain: AR_0018	548	ASM279640v1	GCF_002796405.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5087312	5087312	2017-11-27	4848	PRJNA292901	SAMN04014859
Klebsiella aerogenes  	strain: AR_0007	548	ASM279642v1	GCF_002796425.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5118619	5118619	2017-11-27	4884	PRJNA292901	SAMN04014848
Klebsiella aerogenes  	strain: AR_0009	548	ASM279652v1	GCF_002796525.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5323040	5332334	2017-11-27	5092	PRJNA292901	SAMN04014850
Klebsiella aerogenes  	strain: AR_0062	548	ASM294883v2	GCF_002948835.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5264003	5453672	2018-10-18	5246	PRJNA292904	SAMN04014903
Klebsiella aerogenes  	strain: FDAARGOS_327	548	ASM354688v1	GCF_003546885.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5387939	5400171	2018-09-11	5193	PRJNA231221	SAMN06173340
Klebsiella aerogenes  	strain: FDAARGOS_513	548	ASM381218v1	GCF_003812185.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5259024	5271709	2018-11-21	5022	PRJNA231221	SAMN10163207
Klebsiella aerogenes  	strain: LU2	548	ASM687472v1	GCF_006874725.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5062651	5062651	2019-07-11	4826	PRJNA516401	SAMN10788268
Klebsiella aerogenes  	strain: Ka37751	548	ASM763225v1	GCF_007632255.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5183422	5249267	2019-07-30	5000	PRJNA555744	SAMN12330869
Klebsiella aerogenes  	strain: FDAARGOS_641	548	ASM869388v1	GCF_008693885.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5286332	5286332	2019-09-25	5016	PRJNA231221	SAMN11056356
Klebsiella aerogenes  	strain: C9	548	ASM893166v1	GCF_008931665.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5034705	5390662	2019-10-09	5168	PRJNA550014	SAMN12289361
Klebsiella aerogenes  	strain: Y6	548	ASM973279v1	GCF_009732795.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5266224	5266224	2019-12-05	5033	PRJNA575098	SAMN12877719
Klebsiella aerogenes  	strain: Y3	548	ASM973281v1	GCF_009732815.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5272156	5272156	2019-12-05	5035	PRJNA575098	SAMN12877718
Klebsiella aerogenes  	strain: Y1	548	ASM973283v1	GCF_009732835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5295061	5295061	2019-12-05	5066	PRJNA575098	SAMN12877717
Klebsiella aerogenes  	strain: HNHF1	548	ASM990944v1	GCF_009909445.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5253477	5487999	2020-01-21	5259	PRJNA600670	SAMN13829509
Klebsiella aerogenes  	strain: AUH-KAM-9	548	ASM1050981v1	GCF_010509815.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5059706	5059706	2020-02-13	4793	PRJNA551102	SAMN12881488
Klebsiella aerogenes  	strain: 18-2341	548	ASM1106724v1	GCF_011067245.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5241093	5406045	2020-03-08	5148	PRJNA554399	SAMN14249374
Klebsiella aerogenes  	strain: 035	548	ASM1160472v1	GCF_011604725.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4832387	5378629	2020-03-22	5263	PRJNA604100	SAMN14372988
Klebsiella aerogenes  	strain: RHBSTW-00898	548	ASM1372763v1	GCF_013727635.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5404196	5448009	2020-07-27	5259	PRJNA605147	SAMN15148733
Klebsiella aerogenes  	strain: WP5-W18-CRE-01	548	ASM1416921v1	GCF_014169215.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5135838	5462605	2020-07-21	5195	PRJDB6962	SAMD00194509
Klebsiella aerogenes  	strain: EA46506	548	ASM1693949v1	GCF_016939495.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5110296	5197914	2021-02-25	4991	PRJNA700516	SAMN16933261
Klebsiella aerogenes  	strain: FDAARGOS 1441	548	ASM1904792v1	GCF_019047925.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5192689	5192689	2021-06-28	4942	PRJNA231221	SAMN16357583
Klebsiella aerogenes  	strain: FDAARGOS 1442	548	ASM1904812v1	GCF_019048125.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5281764	5281764	2021-06-28	5008	PRJNA231221	SAMN16357584
Klebsiella aerogenes  	strain: NTT31XS	548	ASM1904888v1	GCF_019048885.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5241356	5359046	2021-06-28	5127	PRJNA739259	SAMN19778273
Klebsiella aerogenes  	strain: KAE3SP	548	ASM1993169v1	GCF_019931695.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5221923	5366894	2021-09-13	5079	PRJNA757479	SAMN20964956
Klebsiella aerogenes  	strain: S148-1	548	ASM2270077v1	GCF_022700775.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5078723	5078723	2022-03-28	4815	PRJNA671820	SAMN16552197
Klebsiella aerogenes  	strain: NY1688	548	ASM2275958v1	GCF_022759585.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5360366	5977734	2022-03-30	5884	PRJNA817889	SAMN26813722
Klebsiella aerogenes  	strain: NY1464	548	ASM2275960v1	GCF_022759605.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5146019	5478908	2022-03-30	5257	PRJNA818004	SAMN26813932
Klebsiella aerogenes  	strain: TS2020	548	ASM2466199v1	GCF_024661995.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5176343	5176343	2022-08-15	4900	PRJNA855143	SAMN29482475
Klebsiella aerogenes  	strain: 722	548	ASM2491757v1	GCF_024917575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5302989	5483132	2022-09-04	5256	PRJNA836696	SAMN28173987
Klebsiella aerogenes  	strain: NCTC10006	548	28021_A02	GCF_900635435.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	791406	5265473	2018-12-19	5205	PRJEB6403	SAMEA2548136
Klebsiella aerogenes  	strain: NCTC9652	548	38828_B01	GCF_900636095.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	5172599	5576035	2018-12-20	5601	PRJEB6403	SAMEA3400781
Klebsiella aerogenes  	strain: NCTC9644	548	40363_G01	GCF_900636315.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5457304	5809354	2018-12-20	5759	PRJEB6403	SAMEA3492652
Klebsiella aerogenes  	strain: NCTC9735	548	53421_E01	GCF_900637945.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5190487	5190487	2018-12-20	4898	PRJEB6403	SAMEA80457418
Klebsiella aerogenes  	isolate: MINF_10B-sc-2280448	548	MINF_10B	GCF_904863085.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5118036	5118036	2020-11-01	4893	PRJNA646837	SAMEA3357515
Klebsiella aerogenes  	isolate: 57	548	AI2913v1_cp	GCF_905333855.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5059556	5303299	2022-05-24	5043	PRJEB42440	SAMEA8158452
Klebsiella africana  	strain: FF1003	2489010	ASM1680412v1	GCF_016804125.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5291121	5422247	2021-02-03	5224	PRJNA646592	SAMN15547534
Klebsiella africana  	strain: 200023	2489010	ASM2052608v1	GCF_020526085.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5243981	5443802	2021-10-19	5235	PRJNA768294	SAMN22024779
Klebsiella africana  	strain: FF1019	2489010	ASM2370403v1	GCF_023704035.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5268423	5268423	2022-06-13	5041	PRJNA646592	SAMN15547540
Klebsiella grimontii  	strain: SS141	2058152	ASM410452v2	GCF_004104525.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5932988	6169994	2019-10-07	5969	PRJNA506562	SAMN10462700
Klebsiella grimontii  	strain: RHBSTW-00181	2058152	ASM1362422v1	GCF_013624225.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5825890	6091660	2020-07-24	5856	PRJNA605147	SAMN15148529
Klebsiella grimontii  	strain: RHBSTW-00039	2058152	ASM1363501v1	GCF_013635015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5992775	6400152	2020-07-24	6232	PRJNA605147	SAMN15148459
Klebsiella grimontii  	strain: RHBSTW-00853	2058152	ASM1373023v1	GCF_013730235.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6041693	6253349	2020-07-27	6059	PRJNA605147	SAMN15148716
Klebsiella grimontii  	strain: RHBSTW-00634	2058152	ASM1373459v1	GCF_013734595.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5959281	6717197	2020-07-27	6481	PRJNA605147	SAMN15148669
Klebsiella grimontii  	strain: RHBSTW-00577	2058152	ASM1373543v1	GCF_013735435.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5736562	6134804	2020-07-27	5936	PRJNA605147	SAMN15148657
Klebsiella grimontii  	strain: RHBSTW-00186	2058152	ASM1374461v1	GCF_013744615.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5778205	6043975	2020-07-27	5783	PRJNA605147	SAMN15148531
Klebsiella grimontii  	strain: M5a1	2058152	ASM1507482v1	GCF_015074825.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5798785	5798785	2020-10-29	5493	PRJNA668381	SAMN16423096
Klebsiella grimontii  	strain: 5512.56	2058152	ASM1786393v1	GCF_017863935.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5760305	6193468	2021-04-08	5908	PRJNA689715	SAMN17215154
Klebsiella grimontii  	strain: NY3	2058152	ASM1933446v1	GCF_019334465.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5771738	6245926	2021-07-25	5797	PRJNA746056	SAMN20179315
Klebsiella grimontii  	strain: LC-1303-2020	2058152	ASM2255985v1	GCF_022559855.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5696539	6062653	2022-03-14	5729	PRJNA801146	SAMN25301093
Klebsiella grimontii  	strain: LH87-a	2058152	ASM2422435v1	GCF_024224355.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5948232	6040285	2022-07-13	5816	PRJNA855630	SAMN29499322
